generation,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv,vv
11231,0,0,0.000354371,4.31E-06,0.00027204,2.67E-06,0.977458,0.0122946,0,0,2.26E-06,9.44E-06,6.16E-07,3.08E-06,0.00197593,0.00762246
11232,0,0,0.000355733,4.11E-06,0.000275426,2.88E-06,0.977445,0.0123239,0,0,2.26E-06,9.45E-06,6.16E-07,3.08E-06,0.00197296,0.00760451
11233,0,0,0.000351431,3.69E-06,0.000276711,2.67E-06,0.977446,0.0123411,0,0,2.26E-06,9.44E-06,8.21E-07,3.08E-06,0.00196838,0.00759477
11234,0,0,0.000351404,3.70E-06,0.000281575,2.67E-06,0.977449,0.0123484,0,0,2.26E-06,9.45E-06,8.22E-07,3.29E-06,0.00195706,0.00759082
11235,0,0,0.000349611,3.70E-06,0.000283507,3.08E-06,0.97743,0.0123862,0,0,1.85E-06,1.03E-05,8.21E-07,3.28E-06,0.00194903,0.00757852
11236,0,0,0.000352663,3.49E-06,0.000281802,3.08E-06,0.977433,0.0123946,0,0,1.85E-06,1.01E-05,8.22E-07,3.08E-06,0.00194283,0.00757291
11237,0,0,0.000352294,3.28E-06,0.000282697,2.87E-06,0.977435,0.0123978,0,0,1.85E-06,1.01E-05,8.21E-07,3.08E-06,0.00194809,0.00756261
11238,0,0,0.000352537,3.08E-06,0.000279237,2.87E-06,0.977439,0.0123924,0,0,1.64E-06,9.65E-06,6.16E-07,3.08E-06,0.00194953,0.00756589
11239,0,0,0.00035217,3.29E-06,0.000278656,2.67E-06,0.977448,0.0124075,0,0,1.44E-06,9.65E-06,6.16E-07,2.87E-06,0.00194464,0.00754856
11240,0,0,0.000347005,3.08E-06,0.000278836,2.67E-06,0.977438,0.0124275,0,0,1.44E-06,9.86E-06,4.11E-07,2.87E-06,0.00194159,0.00754686
11241,0,0,0.000343183,3.29E-06,0.000273355,2.46E-06,0.977453,0.012455,0,0,1.44E-06,1.01E-05,4.11E-07,3.08E-06,0.00192992,0.00752518
11242,0,0,0.000344635,3.28E-06,0.000272588,2.46E-06,0.977428,0.0124777,0,0,1.44E-06,8.83E-06,4.11E-07,2.87E-06,0.0019309,0.00752675
11243,2.05E-07,0,0.000347069,3.49E-06,0.000274369,2.46E-06,0.977384,0.0125008,0,0,1.44E-06,9.65E-06,4.11E-07,2.88E-06,0.00194276,0.00753057
11244,2.05E-07,0,0.000351366,3.70E-06,0.000273125,2.26E-06,0.977374,0.0125237,0,0,1.23E-06,9.86E-06,4.11E-07,2.67E-06,0.00192974,0.00752778
11245,2.05E-07,0,0.000350065,3.49E-06,0.000270197,1.85E-06,0.977369,0.0125535,0,0,1.23E-06,9.86E-06,4.11E-07,2.05E-06,0.00192916,0.00750925
11246,2.05E-07,0,0.000352529,3.29E-06,0.000268965,1.85E-06,0.977325,0.012575,0,0,1.23E-06,1.05E-05,4.11E-07,2.26E-06,0.00193593,0.00752281
11247,2.05E-07,0,0.000353626,2.88E-06,0.000265117,1.85E-06,0.977309,0.0125767,0,0,1.64E-06,9.86E-06,4.11E-07,2.26E-06,0.00193509,0.00754094
11248,2.05E-07,0,0.000351517,3.29E-06,0.00026487,1.85E-06,0.977306,0.0125897,0,0,1.64E-06,9.44E-06,4.11E-07,2.05E-06,0.00192965,0.00753975
11249,2.05E-07,0,0.000352141,3.29E-06,0.00026426,1.85E-06,0.977279,0.0126056,0,0,1.64E-06,8.21E-06,6.16E-07,2.46E-06,0.00193852,0.00754239
11250,2.05E-07,0,0.00035179,3.49E-06,0.00026718,1.64E-06,0.977276,0.0126002,0,0,1.64E-06,8.21E-06,6.16E-07,2.88E-06,0.00193721,0.00754943
11251,2.05E-07,0,0.000351919,3.49E-06,0.000268148,1.85E-06,0.977283,0.0126173,0,0,1.85E-06,8.01E-06,6.16E-07,3.08E-06,0.00193022,0.00753033
11252,2.05E-07,0,0.000346438,3.49E-06,0.000271688,1.85E-06,0.977263,0.012648,0,0,1.85E-06,7.80E-06,6.16E-07,3.08E-06,0.00193323,0.00751875
11253,2.05E-07,0,0.00035246,3.49E-06,0.000274455,1.85E-06,0.977252,0.0126654,0,0,2.05E-06,7.60E-06,6.16E-07,3.08E-06,0.0019294,0.00750758
11254,2.05E-07,0,0.000357109,3.49E-06,0.000274762,1.85E-06,0.977208,0.0126943,0,0,2.05E-06,7.80E-06,6.16E-07,3.29E-06,0.00193134,0.00751468
11255,2.05E-07,0,0.000354187,3.70E-06,0.000275958,1.64E-06,0.977181,0.0127261,0,0,2.05E-06,7.39E-06,6.16E-07,3.08E-06,0.00193273,0.00751143
11256,2.05E-07,0,0.000349515,3.90E-06,0.00027723,1.64E-06,0.977193,0.0127388,0,0,2.05E-06,7.19E-06,6.16E-07,3.08E-06,0.00192767,0.00749528
11257,2.05E-07,0,0.000348112,3.70E-06,0.000277258,1.85E-06,0.977197,0.012751,0,0,2.26E-06,6.98E-06,6.16E-07,2.88E-06,0.00193567,0.00747261
11258,2.05E-07,0,0.000347969,3.70E-06,0.000278991,1.64E-06,0.977205,0.01275,0,0,2.26E-06,6.77E-06,4.11E-07,2.67E-06,0.00193097,0.00746912
11259,2.05E-07,0,0.000347678,3.90E-06,0.000279703,1.85E-06,0.977184,0.012799,0,0,2.46E-06,6.98E-06,4.11E-07,2.26E-06,0.0019265,0.0074452
11260,2.05E-07,0,0.000346736,4.11E-06,0.000276732,1.85E-06,0.977195,0.0127943,0,0,2.26E-06,6.98E-06,6.16E-07,2.46E-06,0.00193096,0.00743748
11261,2.05E-07,0,0.000343555,4.31E-06,0.000276199,1.85E-06,0.977196,0.0128076,0,0,2.05E-06,6.78E-06,6.16E-07,2.46E-06,0.00192477,0.00743377
11262,2.05E-07,0,0.00034099,4.31E-06,0.000278171,1.85E-06,0.977162,0.0128388,0,0,1.85E-06,6.36E-06,6.16E-07,2.46E-06,0.00191948,0.00744265
11263,2.05E-07,0,0.000344468,4.11E-06,0.000278738,1.85E-06,0.977151,0.0128472,0,0,1.85E-06,6.57E-06,6.16E-07,2.67E-06,0.00191358,0.00744684
11264,0,0,0.000344585,3.90E-06,0.000274559,2.46E-06,0.977128,0.0128591,0,0,2.05E-06,6.98E-06,8.21E-07,2.67E-06,0.00191288,0.00746157
11265,0,0,0.000348411,3.70E-06,0.000273062,2.26E-06,0.977096,0.0128922,0,0,2.05E-06,6.78E-06,8.21E-07,2.67E-06,0.00190856,0.00746384
11266,0,0,0.00034867,4.31E-06,0.000268587,2.26E-06,0.977058,0.0129281,0,0,2.05E-06,6.98E-06,8.21E-07,2.26E-06,0.00191317,0.00746438
11267,0,0,0.000346351,4.31E-06,0.000267308,2.26E-06,0.977059,0.0129283,0,0,2.05E-06,6.98E-06,8.21E-07,2.26E-06,0.00192289,0.00745711
11268,0,0,0.000349982,3.70E-06,0.000268032,2.26E-06,0.977048,0.0129346,0,0,1.85E-06,7.19E-06,8.22E-07,2.26E-06,0.00192593,0.00745582
11269,0,0,0.000347583,3.70E-06,0.000265666,2.26E-06,0.977055,0.0129287,0,0,1.85E-06,6.78E-06,8.21E-07,2.05E-06,0.00193111,0.00745467
11270,0,0,0.000347463,3.90E-06,0.000263472,2.05E-06,0.977068,0.0129395,0,0,1.64E-06,6.57E-06,8.21E-07,1.85E-06,0.00192419,0.00744089
11271,0,0,0.000349435,3.70E-06,0.000265669,2.26E-06,0.97708,0.0129394,0,0,1.64E-06,6.57E-06,8.21E-07,2.26E-06,0.0019184,0.00743032
11272,0,0,0.000348048,3.70E-06,0.000271047,2.05E-06,0.977028,0.0129798,0,0,1.85E-06,6.57E-06,8.21E-07,2.26E-06,0.00191745,0.00743879
11273,0,0,0.000348033,3.70E-06,0.000269392,2.05E-06,0.977007,0.0130132,0,0,1.64E-06,6.78E-06,8.21E-07,2.05E-06,0.00191593,0.00742985
11274,0,0,0.000347883,3.08E-06,0.000269435,2.46E-06,0.97701,0.0130261,0,0,1.64E-06,6.57E-06,8.21E-07,2.05E-06,0.0019111,0.00741912
11275,0,0,0.000345832,3.49E-06,0.000272312,2.67E-06,0.977,0.0130295,0,0,1.64E-06,6.37E-06,6.16E-07,2.26E-06,0.00191111,0.00742429
11276,0,0,0.000342052,3.70E-06,0.000270809,2.05E-06,0.977023,0.0130169,0,0,1.64E-06,6.36E-06,8.21E-07,2.26E-06,0.00191065,0.00741942
11277,0,0,0.000343806,3.70E-06,0.000270075,1.85E-06,0.977021,0.013026,0,0,1.64E-06,6.98E-06,8.22E-07,2.46E-06,0.00190778,0.00741402
11278,0,0,0.000343059,3.49E-06,0.000268535,1.85E-06,0.977005,0.0130186,0,0,1.64E-06,6.77E-06,1.03E-06,2.46E-06,0.00191485,0.00743295
11279,0,0,0.000345238,3.70E-06,0.000268427,2.05E-06,0.977013,0.0130219,0,0,1.44E-06,6.57E-06,8.22E-07,2.67E-06,0.00190097,0.00743361
11280,0,0,0.000345491,3.49E-06,0.00026461,2.46E-06,0.976992,0.0130404,0,0,1.03E-06,6.16E-06,8.21E-07,2.46E-06,0.00189558,0.00744561
11281,0,0,0.0003472,3.49E-06,0.000259117,2.46E-06,0.976999,0.0130415,0,0,8.21E-07,6.98E-06,8.21E-07,2.46E-06,0.00190046,0.00743554
11282,0,0,0.00034829,3.70E-06,0.000261628,2.46E-06,0.976989,0.0130555,0,0,8.21E-07,6.98E-06,8.21E-07,2.46E-06,0.00190142,0.00742641
11283,0,0,0.00034467,3.49E-06,0.000253525,2.46E-06,0.976967,0.013065,0,0,8.21E-07,6.98E-06,8.21E-07,2.87E-06,0.00189928,0.00745342
11284,0,0,0.00033888,3.49E-06,0.000252209,2.46E-06,0.976978,0.0130748,0,0,1.03E-06,6.98E-06,8.22E-07,2.67E-06,0.00189629,0.00744243
11285,0,0,0.000341817,3.49E-06,0.000254156,2.46E-06,0.977,0.0130695,0,0,1.23E-06,7.19E-06,8.21E-07,2.46E-06,0.00189015,0.00742635
11286,0,0,0.000345402,3.29E-06,0.000257306,2.46E-06,0.977005,0.0130744,0,0,1.44E-06,7.60E-06,8.21E-07,2.46E-06,0.00188226,0.00741773
11287,0,0,0.00034185,3.08E-06,0.000254797,2.67E-06,0.976982,0.0130993,0,0,1.44E-06,7.39E-06,8.21E-07,2.67E-06,0.00188623,0.00741764
11288,0,0,0.000341308,2.67E-06,0.000253003,2.46E-06,0.976967,0.0131194,0,0,1.44E-06,7.60E-06,8.21E-07,2.26E-06,0.00187822,0.00742416
11289,0,0,0.000335687,2.67E-06,0.000254793,2.67E-06,0.976992,0.0131099,0,0,1.44E-06,7.80E-06,6.16E-07,2.26E-06,0.00188169,0.00740831
11290,0,0,0.000336155,2.67E-06,0.000255042,2.46E-06,0.97697,0.0131211,0,0,1.64E-06,7.39E-06,6.16E-07,2.05E-06,0.00187524,0.007426
11291,0,0,0.000333035,2.26E-06,0.000256655,2.67E-06,0.976932,0.0131422,0,0,1.64E-06,7.60E-06,6.16E-07,2.05E-06,0.00187646,0.00744299
11292,0,0,0.000336537,2.46E-06,0.000257279,2.87E-06,0.976907,0.0131828,0,0,2.05E-06,8.01E-06,6.16E-07,2.26E-06,0.00186892,0.00742906
11293,0,0,0.000337172,2.67E-06,0.000257089,3.70E-06,0.976931,0.0131721,0,0,2.26E-06,7.60E-06,4.11E-07,1.85E-06,0.00186205,0.0074219
11294,0,0,0.000337179,2.46E-06,0.000254219,3.70E-06,0.976919,0.0131937,0,0,2.26E-06,8.01E-06,6.16E-07,1.85E-06,0.00186434,0.00741218
11295,0,0,0.00033639,2.46E-06,0.000255065,3.70E-06,0.976913,0.0131831,0,0,2.26E-06,7.19E-06,6.16E-07,2.05E-06,0.00187253,0.00742214
11296,0,0,0.000339338,2.26E-06,0.000258661,4.52E-06,0.976904,0.0131919,0,0,2.26E-06,8.01E-06,6.16E-07,1.85E-06,0.00185538,0.00743116
11297,0,0,0.000339077,2.26E-06,0.000263088,4.93E-06,0.976878,0.0132205,0,0,2.26E-06,8.63E-06,4.11E-07,1.85E-06,0.00185024,0.00742869
11298,0,0,0.00034119,2.26E-06,0.00026277,5.34E-06,0.976898,0.0132021,0,0,2.46E-06,8.42E-06,4.11E-07,2.05E-06,0.00184288,0.00743228
11299,0,0,0.000342604,2.26E-06,0.000263937,4.72E-06,0.976925,0.0131923,0,0,2.26E-06,8.63E-06,4.11E-07,1.64E-06,0.00183975,0.00741632
11300,0,0,0.000344295,2.26E-06,0.000263816,4.72E-06,0.97693,0.0131992,0,0,2.67E-06,8.62E-06,4.11E-07,1.64E-06,0.0018385,0.0074041
11301,0,0,0.000340869,2.26E-06,0.000265303,4.72E-06,0.976945,0.0132002,0,0,2.67E-06,9.65E-06,2.05E-07,1.64E-06,0.00183186,0.00739521
11302,0,0,0.000340374,2.05E-06,0.000266469,5.34E-06,0.976936,0.0132071,0,0,2.26E-06,9.65E-06,2.05E-07,1.44E-06,0.00182915,0.00740016
11303,0,0,0.000341043,1.85E-06,0.000265689,5.54E-06,0.976904,0.013238,0,0,2.67E-06,9.44E-06,2.05E-07,1.44E-06,0.00183251,0.00739741
11304,0,0,0.000343193,1.85E-06,0.000267407,5.34E-06,0.976879,0.0132465,0,0,2.88E-06,9.24E-06,2.05E-07,1.44E-06,0.00183406,0.00740853
11305,0,0,0.000343041,1.85E-06,0.000267905,5.13E-06,0.976828,0.0132682,0,0,3.28E-06,9.03E-06,2.05E-07,1.44E-06,0.00183879,0.00743338
11306,0,0,0.000341761,2.05E-06,0.000268849,5.75E-06,0.976817,0.0132597,0,0,3.29E-06,8.42E-06,2.05E-07,1.44E-06,0.00184477,0.00744726
11307,0,0,0.000341329,2.46E-06,0.000268055,5.54E-06,0.976836,0.0132373,0,0,3.49E-06,7.80E-06,2.05E-07,1.44E-06,0.00184867,0.00744765
11308,0,0,0.00034159,2.67E-06,0.000269287,5.55E-06,0.97686,0.0132222,0,0,3.70E-06,6.98E-06,2.05E-07,1.03E-06,0.00184188,0.00744536
11309,0,0,0.000342159,3.08E-06,0.00027032,5.54E-06,0.976837,0.0132416,0,0,3.90E-06,7.18E-06,2.05E-07,6.16E-07,0.00184647,0.0074419
11310,0,0,0.000342871,3.49E-06,0.000273229,5.34E-06,0.976839,0.0132516,0,0,4.11E-06,7.60E-06,2.05E-07,6.16E-07,0.00184152,0.00742998
11311,0,0,0.000345859,3.90E-06,0.000270529,5.75E-06,0.976861,0.0132512,0,0,4.31E-06,7.80E-06,2.05E-07,6.16E-07,0.00183007,0.00741923
11312,0,0,0.000342079,3.90E-06,0.000270787,5.34E-06,0.976873,0.0132423,0,0,4.31E-06,7.81E-06,2.05E-07,6.16E-07,0.0018199,0.00742999
11313,0,0,0.000342544,3.90E-06,0.000271326,5.13E-06,0.976866,0.0132541,0,0,4.52E-06,7.80E-06,2.05E-07,6.16E-07,0.00182396,0.00742021
11314,0,0,0.000341075,3.70E-06,0.000274092,4.73E-06,0.97685,0.0132717,0,0,4.11E-06,7.81E-06,2.05E-07,8.22E-07,0.00181879,0.00742248
11315,0,0,0.000339084,4.31E-06,0.000270118,4.52E-06,0.976858,0.0132733,0,0,3.69E-06,8.01E-06,4.11E-07,1.03E-06,0.00182822,0.00740977
11316,0,0,0.000337495,4.11E-06,0.000272789,4.31E-06,0.976872,0.0132944,0,0,3.08E-06,7.39E-06,4.11E-07,8.22E-07,0.00183065,0.0073723
11317,0,0,0.000333581,4.11E-06,0.000271997,4.52E-06,0.976909,0.0132938,0,0,3.28E-06,7.80E-06,4.11E-07,1.23E-06,0.00182289,0.0073474
11318,0,0,0.000337025,4.52E-06,0.000270688,4.52E-06,0.976866,0.0133233,0,0,3.29E-06,8.01E-06,4.11E-07,1.44E-06,0.00182396,0.00735704
11319,0,0,0.000334265,4.52E-06,0.000264045,4.31E-06,0.976876,0.0133281,0,0,3.29E-06,8.21E-06,4.11E-07,8.21E-07,0.00182799,0.00734809
11320,0,0,0.000335513,4.31E-06,0.000264674,4.31E-06,0.976884,0.0133448,0,0,3.29E-06,8.42E-06,4.11E-07,8.21E-07,0.00183115,0.00731805
11321,0,0,0.000334908,4.11E-06,0.000262218,4.11E-06,0.976922,0.0133524,0,0,3.29E-06,7.39E-06,4.11E-07,8.21E-07,0.00181951,0.00728891
11322,0,0,0.000333313,3.90E-06,0.000255889,3.70E-06,0.976923,0.0133489,0,0,3.29E-06,6.98E-06,4.11E-07,8.21E-07,0.00182696,0.00729263
11323,0,0,0.000333726,4.31E-06,0.000255274,3.90E-06,0.976922,0.0133632,0,0,3.70E-06,7.39E-06,4.11E-07,8.21E-07,0.00182327,0.00728179
11324,0,0,0.000331995,4.11E-06,0.000255618,3.90E-06,0.976931,0.0133455,0,0,3.70E-06,7.60E-06,4.11E-07,6.16E-07,0.00182012,0.00729568
11325,0,0,0.000335394,4.11E-06,0.000254061,3.90E-06,0.976917,0.0133636,0,0,3.49E-06,7.19E-06,4.11E-07,6.16E-07,0.00181519,0.00729507
11326,0,0,0.000336328,4.31E-06,0.000255018,3.29E-06,0.976881,0.0134137,0,0,3.70E-06,6.78E-06,4.11E-07,8.21E-07,0.00180792,0.0072867
11327,0,0,0.000336409,4.31E-06,0.000257544,3.29E-06,0.97689,0.013404,0,0,3.90E-06,6.57E-06,4.11E-07,8.22E-07,0.00181102,0.00728167
11328,0,0,0.000336471,4.31E-06,0.000256408,3.28E-06,0.976895,0.0134149,0,0,3.70E-06,6.98E-06,4.11E-07,8.21E-07,0.00180368,0.00727447
11329,0,0,0.000338095,4.31E-06,0.000254496,3.08E-06,0.976878,0.0134297,0,0,3.49E-06,7.19E-06,4.11E-07,8.22E-07,0.00179338,0.00728671
11330,0,0,0.000340599,4.11E-06,0.00025663,3.08E-06,0.976869,0.0134492,0,0,3.70E-06,6.98E-06,4.11E-07,1.23E-06,0.00178922,0.00727534
11331,0,0,0.00033951,4.11E-06,0.000256122,3.08E-06,0.976861,0.0134646,0,0,3.49E-06,6.98E-06,4.11E-07,1.03E-06,0.00180066,0.00725931
11332,0,0,0.000339412,4.11E-06,0.000253378,3.29E-06,0.97681,0.0135075,0,0,3.49E-06,6.78E-06,4.11E-07,1.44E-06,0.0018104,0.00726008
11333,0,0,0.000340034,3.90E-06,0.000255026,3.49E-06,0.976777,0.0135311,0,0,3.08E-06,6.78E-06,4.11E-07,1.23E-06,0.00182152,0.00725652
11334,0,0,0.000336971,3.70E-06,0.00025586,3.49E-06,0.976793,0.0135254,0,0,3.08E-06,6.98E-06,4.11E-07,1.23E-06,0.00182223,0.00724744
11335,0,0,0.000333477,3.90E-06,0.000260169,3.90E-06,0.97681,0.013515,0,0,2.87E-06,6.98E-06,4.11E-07,1.23E-06,0.00181954,0.00724244
11336,0,0,0.000333659,3.90E-06,0.000260973,3.70E-06,0.97681,0.013539,0,0,2.67E-06,7.19E-06,4.11E-07,1.44E-06,0.00181921,0.00721751
11337,0,0,0.00033248,3.90E-06,0.000264505,4.11E-06,0.976818,0.0135417,0,0,2.46E-06,7.39E-06,4.11E-07,1.44E-06,0.00180903,0.00721414
11338,0,0,0.000334426,3.90E-06,0.000263805,3.70E-06,0.976832,0.0135382,0,0,2.46E-06,7.39E-06,6.16E-07,1.64E-06,0.00180311,0.00720916
11339,0,0,0.000335607,4.52E-06,0.000267829,3.70E-06,0.976837,0.0135449,0,0,2.26E-06,7.19E-06,6.16E-07,1.64E-06,0.00179757,0.00719728
11340,0,0,0.000343688,4.72E-06,0.000270803,3.49E-06,0.976808,0.0135683,0,0,2.67E-06,6.78E-06,6.16E-07,1.64E-06,0.00180323,0.00718563
11341,0,0,0.000344313,3.90E-06,0.000272042,3.70E-06,0.976771,0.0135902,0,0,2.67E-06,6.98E-06,6.16E-07,1.64E-06,0.00180308,0.00720019
11342,0,0,0.000340725,3.90E-06,0.000271101,3.08E-06,0.976842,0.0135425,0,0,2.67E-06,6.16E-06,8.22E-07,1.64E-06,0.00180467,0.00718089
11343,0,0,0.000338581,3.49E-06,0.000272056,2.87E-06,0.976857,0.013542,0,0,2.26E-06,5.75E-06,1.03E-06,1.64E-06,0.0018044,0.00716871
11344,0,0,0.000337495,3.49E-06,0.000273201,3.08E-06,0.976868,0.0135528,0,0,2.05E-06,4.93E-06,1.23E-06,1.85E-06,0.00179552,0.00715601
11345,0,0,0.000335622,3.08E-06,0.000275477,2.87E-06,0.976858,0.0135735,0,0,2.05E-06,4.52E-06,1.23E-06,1.85E-06,0.00179717,0.00714433
11346,0,0,0.000337328,3.08E-06,0.00027734,2.88E-06,0.976853,0.013587,0,0,2.47E-06,4.52E-06,1.03E-06,2.05E-06,0.00178628,0.00714305
11347,0,0,0.000342583,2.87E-06,0.00027772,3.28E-06,0.976848,0.0136003,0,0,2.26E-06,4.52E-06,1.03E-06,2.26E-06,0.00178455,0.00713102
11348,0,0,0.00034203,3.08E-06,0.0002765,3.49E-06,0.976837,0.0136093,0,0,2.26E-06,4.31E-06,1.03E-06,2.26E-06,0.00178102,0.00713806
11349,0,0,0.000339698,2.87E-06,0.000275864,3.49E-06,0.976825,0.013614,0,0,2.26E-06,4.72E-06,1.03E-06,1.85E-06,0.00178675,0.00714269
11350,0,0,0.000335857,2.67E-06,0.000272383,3.49E-06,0.976811,0.0136331,0,0,2.47E-06,4.52E-06,8.22E-07,1.85E-06,0.00179391,0.00713804
11351,0,0,0.000334243,2.67E-06,0.000275319,3.49E-06,0.976791,0.0136401,0,0,2.46E-06,5.34E-06,8.21E-07,1.64E-06,0.00178454,0.0071583
11352,0,0,0.000331885,2.67E-06,0.000273969,3.90E-06,0.976811,0.0136295,0,0,2.46E-06,5.55E-06,8.21E-07,1.64E-06,0.00179415,0.00714251
11353,0,0,0.000333662,2.87E-06,0.000272884,4.31E-06,0.976805,0.0136651,0,0,2.67E-06,5.13E-06,1.23E-06,1.44E-06,0.00178925,0.00711613
11354,0,0,0.000337649,2.88E-06,0.000272543,4.52E-06,0.976763,0.01369,0,0,2.26E-06,5.13E-06,1.03E-06,1.44E-06,0.00180182,0.00711733
11355,0,0,0.000342034,2.87E-06,0.00027141,5.13E-06,0.976688,0.0137512,0,0,2.05E-06,4.93E-06,8.21E-07,1.44E-06,0.00180872,0.00712093
11356,0,0,0.000343708,3.29E-06,0.000270614,4.52E-06,0.976695,0.013743,0,0,2.05E-06,4.72E-06,8.21E-07,1.85E-06,0.00182141,0.00710864
11357,0,0,0.000346635,2.67E-06,0.000270655,4.72E-06,0.976698,0.0137494,0,0,2.26E-06,5.13E-06,6.16E-07,1.85E-06,0.00181943,0.00709863
11358,0,0,0.000345209,2.88E-06,0.000271074,5.13E-06,0.976729,0.0137198,0,0,1.85E-06,4.72E-06,6.16E-07,1.64E-06,0.00180182,0.00711652
11359,0,0,0.00034868,2.87E-06,0.00027496,5.96E-06,0.976758,0.0136975,0,0,1.85E-06,5.54E-06,6.16E-07,1.64E-06,0.00179761,0.00710481
11360,0,0,0.000347941,2.67E-06,0.000279174,5.95E-06,0.976775,0.0136894,0,0,1.85E-06,5.13E-06,4.11E-07,1.64E-06,0.00179985,0.00709102
11361,0,0,0.000347697,3.08E-06,0.000279103,5.75E-06,0.976777,0.0137035,0,0,1.85E-06,5.34E-06,4.11E-07,1.85E-06,0.0017886,0.007086
11362,0,0,0.000348073,2.87E-06,0.000285235,5.75E-06,0.976749,0.0137241,0,0,1.64E-06,5.13E-06,4.11E-07,1.64E-06,0.00179088,0.00708508
11363,0,0,0.000349497,2.67E-06,0.00028543,5.75E-06,0.976732,0.0137456,0,0,1.64E-06,4.72E-06,2.05E-07,1.64E-06,0.00178383,0.00708728
11364,0,0,0.000346732,2.46E-06,0.000281245,5.75E-06,0.976756,0.0137422,0,0,1.64E-06,4.31E-06,2.05E-07,1.64E-06,0.00178498,0.00707301
11365,0,0,0.000345357,2.87E-06,0.000281296,5.34E-06,0.976771,0.0137537,0,0,1.85E-06,4.31E-06,0,1.44E-06,0.00178859,0.00704389
11366,0,0,0.000346241,2.88E-06,0.000281142,5.96E-06,0.976758,0.0137821,0,0,1.64E-06,4.72E-06,0,1.64E-06,0.00178275,0.00703264
11367,0,0,0.000346797,2.87E-06,0.000282324,5.75E-06,0.976755,0.0137879,0,0,1.85E-06,4.93E-06,2.05E-07,1.85E-06,0.00178449,0.00702627
11368,0,0,0.000347691,2.88E-06,0.00028074,5.54E-06,0.976702,0.0138314,0,0,1.85E-06,5.13E-06,2.05E-07,1.85E-06,0.00179329,0.00702734
11369,0,0,0.000344461,3.49E-06,0.000280619,5.54E-06,0.976686,0.0138628,0,0,2.26E-06,5.13E-06,2.05E-07,1.44E-06,0.00178676,0.0070208
11370,0,0,0.000340622,3.70E-06,0.000281044,5.14E-06,0.976665,0.0138729,0,0,2.47E-06,4.93E-06,2.05E-07,1.44E-06,0.00178857,0.00703391
11371,0,0,0.000341566,3.49E-06,0.00028327,5.34E-06,0.976663,0.0138835,0,0,2.46E-06,4.52E-06,2.05E-07,1.44E-06,0.00178152,0.00702941
11372,0,0,0.000339607,3.49E-06,0.000282287,5.55E-06,0.976668,0.0139167,0,0,2.47E-06,4.73E-06,2.05E-07,1.44E-06,0.00176583,0.00701013
11373,0,0,0.000336815,3.49E-06,0.000284476,5.13E-06,0.976662,0.0139229,0,0,2.26E-06,4.93E-06,2.05E-07,1.64E-06,0.00176556,0.00701072
11374,0,0,0.000336669,2.88E-06,0.000285316,4.72E-06,0.976687,0.0139378,0,0,2.26E-06,4.93E-06,2.05E-07,1.64E-06,0.0017577,0.00697925
11375,0,0,0.000335881,2.67E-06,0.00028517,5.13E-06,0.976674,0.0139569,0,0,2.26E-06,4.11E-06,2.05E-07,1.64E-06,0.00175865,0.00697384
11376,0,0,0.000332181,2.67E-06,0.000285137,5.34E-06,0.976676,0.0139559,0,0,2.47E-06,3.90E-06,2.05E-07,1.85E-06,0.00175643,0.00697806
11377,0,0,0.000335152,2.87E-06,0.000280149,5.34E-06,0.976691,0.0139567,0,0,2.26E-06,3.69E-06,2.05E-07,1.85E-06,0.00175601,0.00696472
11378,0,0,0.000332674,2.88E-06,0.000275756,5.75E-06,0.976722,0.0139555,0,0,2.47E-06,3.49E-06,2.05E-07,2.05E-06,0.00174556,0.00695122
11379,0,0,0.000334549,3.28E-06,0.000275849,5.54E-06,0.976727,0.0139663,0,0,2.26E-06,3.49E-06,4.10E-07,2.05E-06,0.00175074,0.00692866
11380,0,0,0.000336215,3.49E-06,0.000275832,5.75E-06,0.976697,0.0139783,0,0,2.26E-06,3.49E-06,4.11E-07,2.05E-06,0.0017581,0.0069375
11381,0,0,0.000339951,3.49E-06,0.00027467,5.54E-06,0.976685,0.0140043,0,0,2.05E-06,3.90E-06,2.05E-07,1.85E-06,0.0017406,0.00693819
11382,0,0,0.000342729,3.29E-06,0.000271267,5.75E-06,0.976685,0.0140211,0,0,2.46E-06,3.70E-06,2.05E-07,1.85E-06,0.00173685,0.00692542
11383,0,0,0.000341763,3.08E-06,0.000271316,5.75E-06,0.976679,0.0140361,0,0,2.46E-06,3.90E-06,2.05E-07,2.05E-06,0.00172504,0.00692934
11384,0,0,0.000344057,2.46E-06,0.000268513,5.13E-06,0.97667,0.0140538,0,0,2.46E-06,3.70E-06,2.05E-07,2.46E-06,0.00173343,0.00691399
11385,0,0,0.00034247,2.88E-06,0.000269744,5.34E-06,0.976674,0.0140561,0,0,2.26E-06,4.31E-06,2.05E-07,2.67E-06,0.00172385,0.00691575
11386,0,0,0.000341301,2.87E-06,0.000270291,4.93E-06,0.976668,0.0140742,0,0,2.05E-06,4.72E-06,2.05E-07,2.46E-06,0.00172169,0.00690729
11387,0,0,0.000338361,2.88E-06,0.000272415,4.52E-06,0.976661,0.0140986,0,0,1.85E-06,4.93E-06,2.05E-07,2.47E-06,0.00171091,0.00690199
